,Mã trạm,Chỉ số AQI,Tên trạm,Url,Chất ô nhiễm chủ đạo,CO,Sương,Độ ẩm,NO2,O3,Áp suất,Bụi PM10,Bụi PM2.5,SO2,Nhiệt độ,Tốc độ gió,Thời gian cập nhật,Múi giờ,Latitude,Longitude
348,13013,81.0,"Hà Nội/36A Phạm Văn Đồng, Vietnam",https://aqicn.org/city/vietnam/ha-noi/36a-pham-van-dong,pm25,16.00,12.5,62.0,23.00,-,"1,021.50",65.00,81.00,-,20.0,4.1,2021-02-17 09:00:00,+07:00,21.05121,105.78232
349,13014,49.0,"Hà Nội/Mầm non Kim Liên, Vietnam",https://aqicn.org/city/vietnam/ha-noi/mam-non-kim-lien,pm25,8.00,12.5,62.0,-,-,"1,021.50",31.00,49.00,-,20.0,4.1,2021-02-17 09:00:00,+07:00,21.0072,105.83572
350,13252,51.0,"Cao Bằng/Trạm khí TTQT, Vietnam",http://cem.gov.vn/,pm10,-,8.9,51.3,-,4.00,994.30,51.00,36.00,-,19.2,5.0,2021-02-17 13:00:00,+07:00,22.6782,106.245
351,8767,93.0,"Ho Chi Minh City US Consulate, Vietnam (Lãnh sự quán Hoa Kỳ, Hồ Chí Minh)",https://aqicn.org/city/vietnam/ho-chi-minh-city/us-consulate,pm25,-,16.5,42.5,-,-,"1,013.00",-,93.00,-,30.5,1.0,2021-02-18 13:00:00,+07:00,10.782978,106.700711
352,8688,92.0,"United Nations International School of Hanoi, Vietnam (Trường Quốc tế Liên Hợp Quốc Hà Nội)",https://aqicn.org/city/vietnam/hanoi/unis,aqi,-,12.0,53.0,-,-,"1,024.00",-,-,-,22.0,2.0,2021-02-18 13:00:00,+07:00,21.0811211,105.8180306
353,8641,154.0,"Hanoi US Embassy, Vietnam (Đại sứ quán Mỹ, Hà Nội)",https://aqicn.org/city/vietnam/hanoi/us-embassy,pm25,0.10,12.0,53.0,4.60,10.20,"1,023.50",-,154.00,6.10,22.0,2.3,2021-02-18 13:00:00,+07:00,21.0215063,105.8188748
354,13012,33.0,"Gia Lai/phường Thống Nhất - Pleiku, Vietnam",https://aqicn.org/city/vietnam/gia-lai/phuong-thong-nhat-pleiku,pm25,1.00,11.1,45.7,1.00,40.00,929.80,27.00,33.00,1.00,23.5,8.0,2021-02-18 13:00:00,+07:00,13.998599,107.996482
355,12488,64.0,"Thừa Thiên Huế/83 Hùng Vương, Vietnam",https://aqicn.org/city/vietnam/thua-thien-hue/83-hung-vuong,pm10,1.00,18.5,67.0,-,-,"1,021.50",64.00,39.00,-,25.0,7.4,2021-02-18 14:00:00,+07:00,16.46226,107.596351
356,13251,112.0,"Hà Nội/UBND P. Minh Khai, Bắc Từ Liêm, Vietnam",https://aqicn.org/city/vietnam/ha-noi/ubnd-p.-minh-khai--bac-tu-liem,pm25,7.00,13.0,60.0,31.00,2.00,"1,024.50",77.00,112.00,2.00,21.0,2.8,2021-02-18 12:00:00,+07:00,21.04975,105.74187
357,12976,83.0,"Bắc Ninh/Châu Khê, Vietnam",https://aqicn.org/city/vietnam/bac-ninh/chau-khe,pm25,3.00,12.0,53.0,8.00,24.00,"1,024.00",51.00,83.00,4.00,22.0,2.0,2021-02-18 13:00:00,+07:00,21.1137452,105.9268934
358,13250,192.0,"Lào Cai/KCN TALOONG1, Vietnam",https://aqicn.org/city/vietnam/lao-cai/kcn-taloong1,pm25,32.00,15.4,78.6,2.00,2.00,"1,012.80",87.00,192.00,44.00,19.2,2.0,2021-02-18 14:00:00,+07:00,22.3221386,104.1214227
359,5507,24.0,"Ha Long, Vietnam (Tp Hạ Long)",https://aqicn.org/city/vietnam/ha-long,pm25,-,17.6,63.1,-,63.00,"1,009.80",19.00,24.00,-,25.1,3.0,2021-02-18 13:00:00,+07:00,20.9416,107.1158
360,11778,5.0,"Quảng Ninh/UBND TP Uông Bí, Vietnam",https://aqicn.org/city/vietnam/quang-ninh/ubnd-tp-uong-bi,pm25,5.00,18.1,78.6,4.00,-,"1,011.90",4.00,5.00,22.00,22.0,1.0,2021-02-18 12:00:00,+07:00,21.0357507,106.7641068
361,12958,101.0,"Bắc Ninh/Phong Cốc, Vietnam",https://aqicn.org/city/vietnam/bac-ninh/phong-coc,pm25,5.00,12.0,53.0,14.00,32.00,"1,024.00",56.00,101.00,15.00,22.0,2.0,2021-02-18 13:00:00,+07:00,21.1232473,106.2883295
362,13015,116.0,"Hà Nội/Trụ sở Công an P .Hàng Mã, Vietnam",https://aqicn.org/city/vietnam/ha-noi/tru-so-cong-an-p-.hang-ma,pm25,38.00,13.0,60.0,30.00,-,"1,024.50",79.00,116.00,-,21.0,2.8,2021-02-18 12:00:00,+07:00,21.03982,105.84726
363,13018,95.0,"Hà Nội/UBND P .Hoàng Văn Thụ - Hoàng Mai, Vietnam",https://aqicn.org/city/vietnam/ha-noi/ubnd-p-.hoang-van-thu-hoang-mai,pm25,9.00,12.0,53.0,12.00,-,"1,024.00",51.00,95.00,-,22.0,2.0,2021-02-18 12:00:00,+07:00,20.98832,105.854897
364,13019,98.0,"Hà Nội/UBND P. Mỹ Đình I, Vietnam",https://aqicn.org/city/vietnam/ha-noi/ubnd-p.-my-dinh-i,pm25,5.00,12.0,53.0,22.00,-,"1,023.50",62.00,98.00,-,22.0,2.3,2021-02-18 13:00:00,+07:00,21.01994,105.77056
365,13026,101.0,"Hà Nội/Chi cục BVMT, Vietnam",https://aqicn.org/city/vietnam/ha-noi/chi-cuc-bvmt,pm25,5.00,12.0,53.0,14.00,4.00,"1,023.50",59.00,101.00,1.00,22.0,2.3,2021-02-18 13:00:00,+07:00,21.01525,105.80013
366,13017,114.0,"Hà Nội/Tòa nhà quản lý Hồ Thành Công, Vietnam",https://aqicn.org/city/vietnam/ha-noi/toa-nha-quan-ly-ho-thanh-cong,pm25,13.00,13.0,60.0,20.00,-,"1,024.50",77.00,114.00,-,21.0,2.8,2021-02-18 12:00:00,+07:00,21.02022,105.81232
367,13020,84.0,"Hà Nội/UBND P.Tây Mỗ, Nam Từ Liêm, Vietnam",https://aqicn.org/city/vietnam/ha-noi/ubnd-p.tay-mo--nam-tu-liem,pm25,6.00,12.0,53.0,8.00,-,"1,023.50",51.00,84.00,-,22.0,2.3,2021-02-18 13:00:00,+07:00,21.00577,105.74842
368,13013,124.0,"Hà Nội/36A Phạm Văn Đồng, Vietnam",https://aqicn.org/city/vietnam/ha-noi/36a-pham-van-dong,pm25,20.00,12.0,53.0,23.00,-,"1,023.50",86.00,124.00,-,22.0,2.3,2021-02-18 13:00:00,+07:00,21.05121,105.78232
369,13014,105.0,"Hà Nội/Mầm non Kim Liên, Vietnam",https://aqicn.org/city/vietnam/ha-noi/mam-non-kim-lien,pm25,7.00,12.0,53.0,-,-,"1,023.50",57.00,105.00,-,22.0,2.3,2021-02-18 13:00:00,+07:00,21.0072,105.83572
370,13252,81.0,"Cao Bằng/Trạm khí TTQT, Vietnam",http://cem.gov.vn/,pm10,-,14.7,94.4,-,2.00,995.80,81.00,78.00,-,15.6,1.0,2021-02-18 09:00:00,+07:00,22.6782,106.245
371,8767,80.0,"Ho Chi Minh City US Consulate, Vietnam (Lãnh sự quán Hoa Kỳ, Hồ Chí Minh)",https://aqicn.org/city/vietnam/ho-chi-minh-city/us-consulate,pm25,-,19.5,65.0,-,-,"1,012.00",-,80.00,-,26.5,3.3,2021-02-20 20:00:00,+07:00,10.782978,106.700711
372,8688,125.0,"United Nations International School of Hanoi, Vietnam (Trường Quốc tế Liên Hợp Quốc Hà Nội)",https://aqicn.org/city/vietnam/hanoi/unis,aqi,-,13.0,53.0,-,-,"1,017.00",-,-,-,23.0,2.5,2021-02-20 20:00:00,+07:00,21.0811211,105.8180306
373,8641,165.0,"Hanoi US Embassy, Vietnam (Đại sứ quán Mỹ, Hà Nội)",https://aqicn.org/city/vietnam/hanoi/us-embassy,pm25,0.10,13.0,53.0,5.10,11.80,"1,017.00",-,165.00,5.60,23.0,4.1,2021-02-20 20:00:00,+07:00,21.0215063,105.8188748
374,13012,27.0,"Gia Lai/phường Thống Nhất - Pleiku, Vietnam",https://aqicn.org/city/vietnam/gia-lai/phuong-thong-nhat-pleiku,pm25,1.00,12.4,64.7,2.00,36.00,929.70,21.00,27.00,1.00,19.2,2.0,2021-02-19 16:00:00,+07:00,13.998599,107.996482
375,12488,70.0,"Thừa Thiên Huế/83 Hùng Vương, Vietnam",https://aqicn.org/city/vietnam/thua-thien-hue/83-hung-vuong,pm10,2.00,17.0,77.0,-,-,"1,019.00",70.00,41.00,-,21.0,2.5,2021-02-20 20:00:00,+07:00,16.46226,107.596351
376,13251,116.0,"Hà Nội/UBND P. Minh Khai, Bắc Từ Liêm, Vietnam",https://aqicn.org/city/vietnam/ha-noi/ubnd-p.-minh-khai--bac-tu-liem,pm25,16.00,11.5,46.5,73.00,1.00,"1,016.50",61.00,116.00,2.00,23.5,2.3,2021-02-20 19:00:00,+07:00,21.04975,105.74187
377,12976,121.0,"Bắc Ninh/Châu Khê, Vietnam",https://aqicn.org/city/vietnam/bac-ninh/chau-khe,pm25,3.00,13.0,53.0,8.00,24.00,"1,017.00",66.00,121.00,4.00,23.0,2.5,2021-02-20 20:00:00,+07:00,21.1137452,105.9268934
378,13250,167.0,"Lào Cai/KCN TALOONG1, Vietnam",https://aqicn.org/city/vietnam/lao-cai/kcn-taloong1,pm25,30.00,15.8,67.9,6.00,2.00,"1,005.00",72.00,167.00,12.00,22.0,1.0,2021-02-20 20:00:00,+07:00,22.3221386,104.1214227
379,5507,31.0,"Ha Long, Vietnam (Tp Hạ Long)",https://aqicn.org/city/vietnam/ha-long,pm25,-,16.3,83.3,-,63.00,"1,004.00",17.00,31.00,-,19.2,1.0,2021-02-20 20:00:00,+07:00,20.9416,107.1158
380,11778,8.0,"Quảng Ninh/UBND TP Uông Bí, Vietnam",https://aqicn.org/city/vietnam/quang-ninh/ubnd-tp-uong-bi,pm25,6.00,16.3,83.3,12.00,-,"1,004.00",6.00,8.00,19.20,19.2,1.0,2021-02-20 19:00:00,+07:00,21.0357507,106.7641068
381,12958,102.0,"Bắc Ninh/Phong Cốc, Vietnam",https://aqicn.org/city/vietnam/bac-ninh/phong-coc,pm25,2.00,13.0,53.0,6.00,40.00,"1,017.00",63.00,102.00,4.00,23.0,2.5,2021-02-20 20:00:00,+07:00,21.1232473,106.2883295
382,13015,120.0,"Hà Nội/Trụ sở Công an P .Hàng Mã, Vietnam",https://aqicn.org/city/vietnam/ha-noi/tru-so-cong-an-p-.hang-ma,pm25,55.00,13.0,53.0,73.00,-,"1,017.00",69.00,120.00,-,23.0,2.5,2021-02-20 19:00:00,+07:00,21.03982,105.84726
383,13018,110.0,"Hà Nội/UBND P .Hoàng Văn Thụ - Hoàng Mai, Vietnam",https://aqicn.org/city/vietnam/ha-noi/ubnd-p-.hoang-van-thu-hoang-mai,pm25,7.00,11.5,46.5,39.00,-,"1,016.50",61.00,110.00,-,23.5,2.3,2021-02-20 19:00:00,+07:00,20.98832,105.854897
384,13019,126.0,"Hà Nội/UBND P. Mỹ Đình I, Vietnam",https://aqicn.org/city/vietnam/ha-noi/ubnd-p.-my-dinh-i,pm25,9.00,11.5,46.5,33.00,-,"1,016.50",73.00,126.00,-,23.5,2.3,2021-02-20 19:00:00,+07:00,21.01994,105.77056
385,13026,100.0,"Hà Nội/Chi cục BVMT, Vietnam",https://aqicn.org/city/vietnam/ha-noi/chi-cuc-bvmt,pm25,3.00,11.5,46.5,21.00,2.00,"1,016.50",62.00,100.00,1.00,23.5,2.3,2021-02-20 19:00:00,+07:00,21.01525,105.80013
386,13017,127.0,"Hà Nội/Tòa nhà quản lý Hồ Thành Công, Vietnam",https://aqicn.org/city/vietnam/ha-noi/toa-nha-quan-ly-ho-thanh-cong,pm25,11.00,11.5,46.5,18.00,-,"1,016.50",71.00,127.00,-,23.5,2.3,2021-02-20 19:00:00,+07:00,21.02022,105.81232
387,13020,113.0,"Hà Nội/UBND P.Tây Mỗ, Nam Từ Liêm, Vietnam",https://aqicn.org/city/vietnam/ha-noi/ubnd-p.tay-mo--nam-tu-liem,pm25,9.00,11.5,46.5,15.00,-,"1,016.50",63.00,113.00,-,23.5,2.3,2021-02-20 19:00:00,+07:00,21.00577,105.74842
388,13013,117.0,"Hà Nội/36A Phạm Văn Đồng, Vietnam",https://aqicn.org/city/vietnam/ha-noi/36a-pham-van-dong,pm25,11.00,11.5,46.5,13.00,-,"1,016.50",64.00,117.00,-,23.5,2.3,2021-02-20 19:00:00,+07:00,21.05121,105.78232
389,13014,115.0,"Hà Nội/Mầm non Kim Liên, Vietnam",https://aqicn.org/city/vietnam/ha-noi/mam-non-kim-lien,pm25,7.00,11.5,46.5,-,-,"1,016.50",61.00,115.00,-,23.5,2.3,2021-02-20 19:00:00,+07:00,21.0072,105.83572
390,13252,194.0,"Cao Bằng/Trạm khí TTQT, Vietnam",http://cem.gov.vn/,pm25,-,15.9,79.2,-,3.00,987.90,177.00,194.00,-,19.6,1.0,2021-02-20 20:00:00,+07:00,22.6782,106.245
391,8767,76.0,"Ho Chi Minh City US Consulate, Vietnam (Lãnh sự quán Hoa Kỳ, Hồ Chí Minh)",https://aqicn.org/city/vietnam/ho-chi-minh-city/us-consulate,pm25,-,18.5,59.0,-,-,"1,009.50",-,76.00,-,27.0,5.4,2021-02-22 17:00:00,+07:00,10.782978,106.700711
392,8688,151.0,"United Nations International School of Hanoi, Vietnam (Trường Quốc tế Liên Hợp Quốc Hà Nội)",https://aqicn.org/city/vietnam/hanoi/unis,aqi,-,17.0,64.0,-,-,"1,012.00",-,-,-,24.0,3.6,2021-02-22 17:00:00,+07:00,21.0811211,105.8180306
393,8641,152.0,"Hanoi US Embassy, Vietnam (Đại sứ quán Mỹ, Hà Nội)",https://aqicn.org/city/vietnam/hanoi/us-embassy,pm25,0.10,17.0,64.0,5.10,7.00,"1,012.00",-,152.00,4.10,24.0,3.6,2021-02-22 17:00:00,+07:00,21.0215063,105.8188748
394,12488,55.0,"Thừa Thiên Huế/83 Hùng Vương, Vietnam",https://aqicn.org/city/vietnam/thua-thien-hue/83-hung-vuong,pm10,2.00,18.0,67.0,-,-,"1,013.00",55.00,29.00,-,24.5,4.8,2021-02-22 17:00:00,+07:00,16.46226,107.596351
395,13251,127.0,"Hà Nội/UBND P. Minh Khai, Bắc Từ Liêm, Vietnam",https://aqicn.org/city/vietnam/ha-noi/ubnd-p.-minh-khai--bac-tu-liem,pm25,10.00,16.5,59.0,38.00,2.00,"1,012.00",70.00,127.00,1.00,25.0,3.0,2021-02-22 16:00:00,+07:00,21.04975,105.74187
396,12976,85.0,"Bắc Ninh/Châu Khê, Vietnam",https://aqicn.org/city/vietnam/bac-ninh/chau-khe,pm25,2.00,17.0,64.0,11.00,24.00,"1,012.00",63.00,85.00,4.00,24.0,3.6,2021-02-22 17:00:00,+07:00,21.1137452,105.9268934
397,13250,175.0,"Lào Cai/KCN TALOONG1, Vietnam",https://aqicn.org/city/vietnam/lao-cai/kcn-taloong1,pm25,31.00,17.8,55.2,6.00,2.00,998.40,65.00,175.00,85.00,27.6,2.0,2021-02-22 17:00:00,+07:00,22.3221386,104.1214227
398,5507,17.0,"Ha Long, Vietnam (Tp Hạ Long)",https://aqicn.org/city/vietnam/ha-long,pm25,-,19.2,85.2,-,36.00,999.40,9.00,17.00,-,21.8,2.0,2021-02-22 17:00:00,+07:00,20.9416,107.1158
399,11778,4.0,"Quảng Ninh/UBND TP Uông Bí, Vietnam",https://aqicn.org/city/vietnam/quang-ninh/ubnd-tp-uong-bi,pm25,5.00,19.2,85.2,7.00,-,999.40,3.00,4.00,21.80,21.8,2.0,2021-02-22 16:00:00,+07:00,21.0357507,106.7641068
400,12958,60.0,"Bắc Ninh/Phong Cốc, Vietnam",https://aqicn.org/city/vietnam/bac-ninh/phong-coc,pm25,2.00,17.0,64.0,4.00,31.00,"1,012.00",50.00,60.00,3.00,24.0,3.6,2021-02-22 17:00:00,+07:00,21.1232473,106.2883295
401,12957,75.0,"Bắc Ninh/Khu liên cơ Thuận Thành, Vietnam",https://aqicn.org/city/vietnam/bac-ninh/khu-lien-co-thuan-thanh,pm25,4.00,16.5,59.0,7.00,-,"1,012.00",50.00,75.00,1.00,25.0,3.0,2021-02-22 17:00:00,+07:00,21.0272212,106.0342099
402,13015,153.0,"Hà Nội/Trụ sở Công an P .Hàng Mã, Vietnam",https://aqicn.org/city/vietnam/ha-noi/tru-so-cong-an-p-.hang-ma,pm25,48.00,17.0,64.0,53.00,-,"1,012.00",78.00,153.00,-,24.0,3.6,2021-02-22 16:00:00,+07:00,21.03982,105.84726
403,13018,99.0,"Hà Nội/UBND P .Hoàng Văn Thụ - Hoàng Mai, Vietnam",https://aqicn.org/city/vietnam/ha-noi/ubnd-p-.hoang-van-thu-hoang-mai,pm25,4.00,17.0,64.0,39.00,-,"1,012.00",56.00,99.00,-,24.0,3.6,2021-02-22 16:00:00,+07:00,20.98832,105.854897
404,13019,95.0,"Hà Nội/UBND P. Mỹ Đình I, Vietnam",https://aqicn.org/city/vietnam/ha-noi/ubnd-p.-my-dinh-i,pm25,5.00,17.0,64.0,19.00,-,"1,012.00",58.00,95.00,-,24.0,3.6,2021-02-22 16:00:00,+07:00,21.01994,105.77056
405,13026,104.0,"Hà Nội/Chi cục BVMT, Vietnam",https://aqicn.org/city/vietnam/ha-noi/chi-cuc-bvmt,pm25,3.00,16.5,59.0,20.00,7.00,"1,012.00",1.00,104.00,1.00,25.0,3.0,2021-02-22 16:00:00,+07:00,21.01525,105.80013
406,13017,138.0,"Hà Nội/Tòa nhà quản lý Hồ Thành Công, Vietnam",https://aqicn.org/city/vietnam/ha-noi/toa-nha-quan-ly-ho-thanh-cong,pm25,6.00,17.0,64.0,9.00,-,"1,012.00",73.00,138.00,-,24.0,3.6,2021-02-22 16:00:00,+07:00,21.02022,105.81232
407,13020,90.0,"Hà Nội/UBND P.Tây Mỗ, Nam Từ Liêm, Vietnam",https://aqicn.org/city/vietnam/ha-noi/ubnd-p.tay-mo--nam-tu-liem,pm25,4.00,17.0,64.0,5.00,-,"1,012.00",53.00,90.00,-,24.0,3.6,2021-02-22 16:00:00,+07:00,21.00577,105.74842
408,13013,133.0,"Hà Nội/36A Phạm Văn Đồng, Vietnam",https://aqicn.org/city/vietnam/ha-noi/36a-pham-van-dong,pm25,7.00,17.0,64.0,24.00,-,"1,012.00",69.00,133.00,-,24.0,3.6,2021-02-22 16:00:00,+07:00,21.05121,105.78232
409,13014,99.0,"Hà Nội/Mầm non Kim Liên, Vietnam",https://aqicn.org/city/vietnam/ha-noi/mam-non-kim-lien,pm25,6.00,17.0,64.0,-,-,"1,012.00",59.00,99.00,-,24.0,3.6,2021-02-22 16:00:00,+07:00,21.0072,105.83572
410,13252,119.0,"Cao Bằng/Trạm khí TTQT, Vietnam",http://cem.gov.vn/,pm25,-,17.7,50.5,-,5.00,981.50,89.00,119.00,-,29.0,4.0,2021-02-22 17:00:00,+07:00,22.6782,106.245
411,8767,155.0,"Ho Chi Minh City US Consulate, Vietnam (Lãnh sự quán Hoa Kỳ, Hồ Chí Minh)",https://aqicn.org/city/vietnam/ho-chi-minh-city/us-consulate,pm25,-,16.0,38.0,-,-,"1,007.00",-,155.00,-,32.0,3.0,2021-02-23 15:00:00,+07:00,10.782978,106.700711
412,8688,99.0,"United Nations International School of Hanoi, Vietnam (Trường Quốc tế Liên Hợp Quốc Hà Nội)",https://aqicn.org/city/vietnam/hanoi/unis,aqi,-,16.0,60.0,-,-,"1,012.00",-,-,-,24.0,1.5,2021-02-23 15:00:00,+07:00,21.0811211,105.8180306
413,8641,124.0,"Hanoi US Embassy, Vietnam (Đại sứ quán Mỹ, Hà Nội)",https://aqicn.org/city/vietnam/hanoi/us-embassy,pm25,0.20,16.0,60.0,4.60,7.40,"1,012.00",-,124.00,3.60,24.0,1.5,2021-02-23 15:00:00,+07:00,21.0215063,105.8188748
414,12488,24.0,"Thừa Thiên Huế/83 Hùng Vương, Vietnam",https://aqicn.org/city/vietnam/thua-thien-hue/83-hung-vuong,pm10,2.00,17.5,61.0,-,-,"1,013.50",24.00,40.00,-,25.5,3.3,2021-02-23 10:00:00,+07:00,16.46226,107.596351
415,13251,113.0,"Hà Nội/UBND P. Minh Khai, Bắc Từ Liêm, Vietnam",https://aqicn.org/city/vietnam/ha-noi/ubnd-p.-minh-khai--bac-tu-liem,pm25,5.00,15.5,58.5,32.00,2.00,"1,012.50",66.00,113.00,1.00,24.0,1.5,2021-02-23 14:00:00,+07:00,21.04975,105.74187
416,12976,59.0,"Bắc Ninh/Châu Khê, Vietnam",https://aqicn.org/city/vietnam/bac-ninh/chau-khe,pm25,2.00,16.0,60.0,13.00,23.00,"1,012.00",51.00,59.00,4.00,24.0,1.5,2021-02-23 15:00:00,+07:00,21.1137452,105.9268934
417,13250,40.0,"Lào Cai/KCN TALOONG1, Vietnam",https://aqicn.org/city/vietnam/lao-cai/kcn-taloong1,pm25,29.00,19.8,69.9,6.00,2.00,"1,002.00",13.00,40.00,78.00,25.7,2.0,2021-02-23 15:00:00,+07:00,22.3221386,104.1214227
418,5507,16.0,"Ha Long, Vietnam (Tp Hạ Long)",https://aqicn.org/city/vietnam/ha-long,pm25,-,19.8,73.8,-,46.00,"1,000.80",12.00,16.00,-,24.8,1.0,2021-02-23 14:00:00,+07:00,20.9416,107.1158
419,11778,5.0,"Quảng Ninh/UBND TP Uông Bí, Vietnam",https://aqicn.org/city/vietnam/quang-ninh/ubnd-tp-uong-bi,pm25,5.00,19.8,73.8,32.00,-,"1,000.80",3.00,5.00,24.80,24.8,1.0,2021-02-23 14:00:00,+07:00,21.0357507,106.7641068
420,12958,61.0,"Bắc Ninh/Phong Cốc, Vietnam",https://aqicn.org/city/vietnam/bac-ninh/phong-coc,pm25,1.00,16.0,60.0,3.00,7.00,"1,012.00",42.00,61.00,3.00,24.0,1.5,2021-02-23 15:00:00,+07:00,21.1232473,106.2883295
421,12957,60.0,"Bắc Ninh/Khu liên cơ Thuận Thành, Vietnam",https://aqicn.org/city/vietnam/bac-ninh/khu-lien-co-thuan-thanh,pm25,4.00,16.0,60.0,1.00,-,"1,012.00",39.00,60.00,1.00,24.0,1.5,2021-02-23 15:00:00,+07:00,21.0272212,106.0342099
422,13015,116.0,"Hà Nội/Trụ sở Công an P .Hàng Mã, Vietnam",https://aqicn.org/city/vietnam/ha-noi/tru-so-cong-an-p-.hang-ma,pm25,32.00,16.0,60.0,42.00,-,"1,012.00",78.00,116.00,-,24.0,1.5,2021-02-23 14:00:00,+07:00,21.03982,105.84726
423,13018,82.0,"Hà Nội/UBND P .Hoàng Văn Thụ - Hoàng Mai, Vietnam",https://aqicn.org/city/vietnam/ha-noi/ubnd-p-.hoang-van-thu-hoang-mai,pm25,4.00,16.0,60.0,39.00,-,"1,012.00",45.00,82.00,-,24.0,1.5,2021-02-23 14:00:00,+07:00,20.98832,105.854897
424,13019,83.0,"Hà Nội/UBND P. Mỹ Đình I, Vietnam",https://aqicn.org/city/vietnam/ha-noi/ubnd-p.-my-dinh-i,pm25,4.00,16.0,60.0,21.00,-,"1,012.00",54.00,83.00,-,24.0,1.5,2021-02-23 14:00:00,+07:00,21.01994,105.77056
425,13017,118.0,"Hà Nội/Tòa nhà quản lý Hồ Thành Công, Vietnam",https://aqicn.org/city/vietnam/ha-noi/toa-nha-quan-ly-ho-thanh-cong,pm25,15.00,16.0,60.0,13.00,-,"1,012.00",83.00,118.00,-,24.0,1.5,2021-02-23 14:00:00,+07:00,21.02022,105.81232
426,13020,82.0,"Hà Nội/UBND P.Tây Mỗ, Nam Từ Liêm, Vietnam",https://aqicn.org/city/vietnam/ha-noi/ubnd-p.tay-mo--nam-tu-liem,pm25,4.00,16.0,60.0,12.00,-,"1,012.00",51.00,82.00,-,24.0,1.5,2021-02-23 14:00:00,+07:00,21.00577,105.74842
427,13013,117.0,"Hà Nội/36A Phạm Văn Đồng, Vietnam",https://aqicn.org/city/vietnam/ha-noi/36a-pham-van-dong,pm25,9.00,16.0,60.0,11.00,-,"1,012.00",78.00,117.00,-,24.0,1.5,2021-02-23 14:00:00,+07:00,21.05121,105.78232
428,13014,87.0,"Hà Nội/Mầm non Kim Liên, Vietnam",https://aqicn.org/city/vietnam/ha-noi/mam-non-kim-lien,pm25,5.00,16.0,60.0,-,-,"1,012.00",57.00,87.00,-,24.0,1.5,2021-02-23 14:00:00,+07:00,21.0072,105.83572
429,13252,98.0,"Cao Bằng/Trạm khí TTQT, Vietnam",http://cem.gov.vn/,pm25,-,16.7,56.9,-,3.00,985.10,86.00,98.00,-,25.9,2.0,2021-02-23 15:00:00,+07:00,22.6782,106.245
430,8767,87.0,"Ho Chi Minh City US Consulate, Vietnam (Lãnh sự quán Hoa Kỳ, Hồ Chí Minh)",https://aqicn.org/city/vietnam/ho-chi-minh-city/us-consulate,pm25,-,20.0,52.0,-,-,"1,009.00",-,87.00,-,31.0,2.5,2021-02-24 13:00:00,+07:00,10.782978,106.700711
431,8688,85.0,"United Nations International School of Hanoi, Vietnam (Trường Quốc tế Liên Hợp Quốc Hà Nội)",https://aqicn.org/city/vietnam/hanoi/unis,aqi,-,16.0,60.0,-,-,"1,009.00",-,-,-,24.0,3.6,2021-02-24 14:00:00,+07:00,21.0811211,105.8180306
432,8641,119.0,"Hanoi US Embassy, Vietnam (Đại sứ quán Mỹ, Hà Nội)",https://aqicn.org/city/vietnam/hanoi/us-embassy,pm25,0.10,16.0,60.0,1.00,10.60,"1,010.50",-,119.00,3.60,24.0,3.8,2021-02-24 13:00:00,+07:00,21.0215063,105.8188748
433,13012,52.0,"Gia Lai/phường Thống Nhất - Pleiku, Vietnam",https://aqicn.org/city/vietnam/gia-lai/phuong-thong-nhat-pleiku,pm25,4.00,8.0,25.0,12.00,40.00,923.10,38.00,52.00,2.00,30.2,1.0,2021-02-24 14:00:00,+07:00,13.998599,107.996482
434,12488,50.0,"Thừa Thiên Huế/83 Hùng Vương, Vietnam",https://aqicn.org/city/vietnam/thua-thien-hue/83-hung-vuong,pm10,3.00,18.0,57.0,-,-,"1,011.50",50.00,26.00,-,27.0,5.6,2021-02-24 14:00:00,+07:00,16.46226,107.596351
435,13251,100.0,"Hà Nội/UBND P. Minh Khai, Bắc Từ Liêm, Vietnam",https://aqicn.org/city/vietnam/ha-noi/ubnd-p.-minh-khai--bac-tu-liem,pm25,10.00,16.0,60.0,30.00,1.00,"1,010.50",71.00,100.00,1.00,24.0,3.8,2021-02-24 13:00:00,+07:00,21.04975,105.74187
436,13250,81.0,"Lào Cai/KCN TALOONG1, Vietnam",https://aqicn.org/city/vietnam/lao-cai/kcn-taloong1,pm25,30.00,20.2,81.3,6.00,3.00,998.10,30.00,81.00,23.00,23.6,2.0,2021-02-24 14:00:00,+07:00,22.3221386,104.1214227
437,5507,16.0,"Ha Long, Vietnam (Tp Hạ Long)",https://aqicn.org/city/vietnam/ha-long,pm25,-,20.4,75.7,-,45.00,998.40,9.00,16.00,-,25.0,2.0,2021-02-24 13:00:00,+07:00,20.9416,107.1158
438,11778,2.0,"Quảng Ninh/UBND TP Uông Bí, Vietnam",https://aqicn.org/city/vietnam/quang-ninh/ubnd-tp-uong-bi,pm25,4.00,20.4,75.7,3.00,-,998.40,2.00,2.00,25.00,25.0,2.0,2021-02-24 12:00:00,+07:00,21.0357507,106.7641068
439,12958,57.0,"Bắc Ninh/Phong Cốc, Vietnam",https://aqicn.org/city/vietnam/bac-ninh/phong-coc,pm25,1.00,16.0,60.0,4.00,5.00,"1,011.00",42.00,57.00,4.00,24.0,3.0,2021-02-24 13:00:00,+07:00,21.1232473,106.2883295
