,Mã trạm,Chỉ số AQI,Tên trạm,Url,Chất ô nhiễm chủ đạo,CO,Sương,Độ ẩm,NO2,O3,Áp suất,Bụi PM10,Bụi PM2.5,SO2,Nhiệt độ,Tốc độ gió,Thời gian cập nhật,Múi giờ,Latitude,Longitude
91,11778,20.0,"Quảng Ninh/UBND TP Uông Bí, Vietnam",https://aqicn.org/city/vietnam/quang-ninh/ubnd-tp-uong-bi,pm25,4.00,0.0,85.3,18.00,-,"1,002.90",12.00,20.00,7.00,23.2,1.0,2021-01-26 15:00:00,+07:00,21.0357507,106.7641068
92,12958,75.0,"Bắc Ninh/Phong Cốc, Vietnam",https://aqicn.org/city/vietnam/bac-ninh/phong-coc,pm25,2.00,0.0,53.0,10.00,33.00,"1,014.00",55.00,75.00,2.00,25.0,4.1,2021-01-26 16:00:00,+07:00,21.1232473,106.2883295
93,12957,92.0,"Bắc Ninh/Khu liên cơ Thuận Thành, Vietnam",https://aqicn.org/city/vietnam/bac-ninh/khu-lien-co-thuan-thanh,pm25,3.00,0.0,57.0,4.00,-,"1,014.00",59.00,92.00,3.00,24.5,3.8,2021-01-26 16:00:00,+07:00,21.0272212,106.0342099
94,13015,117.0,"Hà Nội/Trụ sở Công an P .Hàng Mã, Vietnam",https://aqicn.org/city/vietnam/ha-noi/tru-so-cong-an-p-.hang-ma,pm25,15.00,0.0,57.0,27.00,-,"1,014.00",82.00,117.00,-,24.5,3.8,2021-01-26 15:00:00,+07:00,21.03982,105.84726
95,13018,73.0,"Hà Nội/UBND P .Hoàng Văn Thụ - Hoàng Mai, Vietnam",https://aqicn.org/city/vietnam/ha-noi/ubnd-p-.hoang-van-thu-hoang-mai,pm25,4.00,0.0,57.0,11.00,-,"1,014.00",51.00,73.00,-,24.5,3.8,2021-01-26 15:00:00,+07:00,20.98832,105.854897
96,13019,86.0,"Hà Nội/UBND P. Mỹ Đình I, Vietnam",https://aqicn.org/city/vietnam/ha-noi/ubnd-p.-my-dinh-i,pm25,6.00,0.0,57.0,25.00,-,"1,014.00",56.00,86.00,-,24.5,3.8,2021-01-26 15:00:00,+07:00,21.01994,105.77056
97,13026,104.0,"Hà Nội/Chi cục BVMT, Vietnam",https://aqicn.org/city/vietnam/ha-noi/chi-cuc-bvmt,pm25,5.00,0.0,57.0,22.00,3.00,"1,014.00",64.00,104.00,1.00,24.5,3.8,2021-01-26 14:00:00,+07:00,21.01525,105.80013
98,13017,113.0,"Hà Nội/Tòa nhà quản lý Hồ Thành Công, Vietnam",https://aqicn.org/city/vietnam/ha-noi/toa-nha-quan-ly-ho-thanh-cong,pm25,8.00,0.0,57.0,14.00,-,"1,014.00",83.00,113.00,-,24.5,3.8,2021-01-26 15:00:00,+07:00,21.02022,105.81232
99,13013,117.0,"Hà Nội/36A Phạm Văn Đồng, Vietnam",https://aqicn.org/city/vietnam/ha-noi/36a-pham-van-dong,pm25,8.00,0.0,57.0,20.00,-,"1,014.00",69.00,117.00,-,24.5,3.8,2021-01-26 15:00:00,+07:00,21.05121,105.78232
100,13014,79.0,"Hà Nội/Mầm non Kim Liên, Vietnam",https://aqicn.org/city/vietnam/ha-noi/mam-non-kim-lien,pm25,6.00,0.0,57.0,-,-,"1,014.00",55.00,79.00,-,24.5,3.8,2021-01-26 15:00:00,+07:00,21.0072,105.83572
101,13252,188.0,"Cao Bằng/Trạm khí TTQT, Vietnam",http://cem.gov.vn/,pm25,-,0.0,75.8,-,1.00,987.80,186.00,188.00,1.00,19.8,2.0,2021-01-26 16:00:00,+07:00,22.6782,106.245
102,8767,117.0,"Ho Chi Minh City US Consulate, Vietnam (Lãnh sự quán Hoa Kỳ, Hồ Chí Minh)",https://aqicn.org/city/vietnam/ho-chi-minh-city/us-consulate,pm25,-,0.0,60.0,-,-,"1,007.00",0.00,117.00,-,30.5,4.6,2021-01-27 15:00:00,+07:00,10.782978,106.700711
103,8688,97.0,"United Nations International School of Hanoi, Vietnam (Trường Quốc tế Liên Hợp Quốc Hà Nội)",https://aqicn.org/city/vietnam/hanoi/unis,aqi,-,0.0,60.0,-,-,"1,013.00",0.00,-,-,23.0,2.5,2021-01-27 15:00:00,+07:00,21.0811211,105.8180306
104,8641,109.0,"Hanoi US Embassy, Vietnam (Đại sứ quán Mỹ, Hà Nội)",https://aqicn.org/city/vietnam/hanoi/us-embassy,pm25,0.20,0.0,60.0,15.60,3.70,"1,013.00",0.00,109.00,2.10,23.0,2.5,2021-01-27 15:00:00,+07:00,21.0215063,105.8188748
105,13012,14.0,"Gia Lai/phường Thống Nhất - Pleiku, Vietnam",https://aqicn.org/city/vietnam/gia-lai/phuong-thong-nhat-pleiku,pm25,2.00,0.0,48.9,3.00,25.00,925.20,14.00,14.00,1.00,28.6,2.0,2021-01-27 15:00:00,+07:00,13.998599,107.996482
106,13251,87.0,"Hà Nội/UBND P. Minh Khai, Bắc Từ Liêm, Vietnam",https://aqicn.org/city/vietnam/ha-noi/ubnd-p.-minh-khai--bac-tu-liem,pm25,13.00,0.0,60.0,19.00,3.00,"1,014.00",71.00,87.00,2.00,23.0,3.0,2021-01-27 14:00:00,+07:00,21.04975,105.74187
107,12976,67.0,"Bắc Ninh/Châu Khê, Vietnam",https://aqicn.org/city/vietnam/bac-ninh/chau-khe,pm25,2.00,0.0,60.0,9.00,24.00,"1,013.00",53.00,67.00,3.00,23.0,2.5,2021-01-27 15:00:00,+07:00,21.1137452,105.9268934
108,13250,63.0,"Lào Cai/KCN TALOONG1, Vietnam",https://aqicn.org/city/vietnam/lao-cai/kcn-taloong1,pm10,41.00,0.0,84.0,1.00,3.00,"1,003.30",63.00,28.00,60.00,20.4,3.0,2021-01-27 15:00:00,+07:00,22.3221386,104.1214227
109,5507,45.0,"Ha Long, Vietnam (Tp Hạ Long)",https://aqicn.org/city/vietnam/ha-long,pm25,-,0.0,80.0,5.00,13.00,"1,002.30",26.00,45.00,-,21.8,1.0,2021-01-27 14:00:00,+07:00,20.9416,107.1158
110,11778,22.0,"Quảng Ninh/UBND TP Uông Bí, Vietnam",https://aqicn.org/city/vietnam/quang-ninh/ubnd-tp-uong-bi,pm25,6.00,0.0,80.0,18.00,-,"1,002.30",13.00,22.00,7.00,21.8,1.0,2021-01-27 14:00:00,+07:00,21.0357507,106.7641068
111,12958,142.0,"Bắc Ninh/Phong Cốc, Vietnam",https://aqicn.org/city/vietnam/bac-ninh/phong-coc,pm25,5.00,0.0,60.0,34.00,24.00,"1,013.00",77.00,142.00,11.00,23.0,2.5,2021-01-27 15:00:00,+07:00,21.1232473,106.2883295
112,12957,106.0,"Bắc Ninh/Khu liên cơ Thuận Thành, Vietnam",https://aqicn.org/city/vietnam/bac-ninh/khu-lien-co-thuan-thanh,pm25,4.00,0.0,60.0,5.00,-,"1,013.00",60.00,106.00,3.00,23.0,2.5,2021-01-27 15:00:00,+07:00,21.0272212,106.0342099
113,13015,88.0,"Hà Nội/Trụ sở Công an P .Hàng Mã, Vietnam",https://aqicn.org/city/vietnam/ha-noi/tru-so-cong-an-p-.hang-ma,pm25,48.00,0.0,60.0,50.00,-,"1,014.00",58.00,88.00,-,23.0,3.0,2021-01-27 14:00:00,+07:00,21.03982,105.84726
114,13018,71.0,"Hà Nội/UBND P .Hoàng Văn Thụ - Hoàng Mai, Vietnam",https://aqicn.org/city/vietnam/ha-noi/ubnd-p-.hoang-van-thu-hoang-mai,pm25,4.00,0.0,60.0,13.00,-,"1,014.00",47.00,71.00,-,23.0,3.0,2021-01-27 14:00:00,+07:00,20.98832,105.854897
115,13019,63.0,"Hà Nội/UBND P. Mỹ Đình I, Vietnam",https://aqicn.org/city/vietnam/ha-noi/ubnd-p.-my-dinh-i,pm25,5.00,0.0,60.0,21.00,-,"1,014.00",46.00,63.00,-,23.0,3.0,2021-01-27 14:00:00,+07:00,21.01994,105.77056
116,13026,80.0,"Hà Nội/Chi cục BVMT, Vietnam",https://aqicn.org/city/vietnam/ha-noi/chi-cuc-bvmt,pm25,5.00,0.0,60.0,12.00,5.00,"1,014.00",53.00,80.00,1.00,23.0,3.0,2021-01-27 14:00:00,+07:00,21.01525,105.80013
117,13017,84.0,"Hà Nội/Tòa nhà quản lý Hồ Thành Công, Vietnam",https://aqicn.org/city/vietnam/ha-noi/toa-nha-quan-ly-ho-thanh-cong,pm25,5.00,0.0,60.0,8.00,-,"1,014.00",64.00,84.00,-,23.0,3.0,2021-01-27 14:00:00,+07:00,21.02022,105.81232
118,13020,72.0,"Hà Nội/UBND P.Tây Mỗ, Nam Từ Liêm, Vietnam",https://aqicn.org/city/vietnam/ha-noi/ubnd-p.tay-mo--nam-tu-liem,pm25,5.00,0.0,60.0,8.00,-,"1,014.00",47.00,72.00,-,23.0,3.0,2021-01-27 14:00:00,+07:00,21.00577,105.74842
119,13013,82.0,"Hà Nội/36A Phạm Văn Đồng, Vietnam",https://aqicn.org/city/vietnam/ha-noi/36a-pham-van-dong,pm25,9.00,0.0,60.0,19.00,-,"1,014.00",56.00,82.00,-,23.0,3.0,2021-01-27 14:00:00,+07:00,21.05121,105.78232
120,13014,65.0,"Hà Nội/Mầm non Kim Liên, Vietnam",https://aqicn.org/city/vietnam/ha-noi/mam-non-kim-lien,pm25,4.00,0.0,60.0,-,-,"1,014.00",46.00,65.00,-,23.0,3.0,2021-01-27 14:00:00,+07:00,21.0072,105.83572
121,13252,199.0,"Cao Bằng/Trạm khí TTQT, Vietnam",http://cem.gov.vn/,pm10,-,0.0,67.7,-,1.00,986.80,199.00,191.00,1.00,20.8,2.0,2021-01-27 15:00:00,+07:00,22.6782,106.245
122,8767,91.0,"Ho Chi Minh City US Consulate, Vietnam (Lãnh sự quán Hoa Kỳ, Hồ Chí Minh)",https://aqicn.org/city/vietnam/ho-chi-minh-city/us-consulate,pm25,-,0.0,34.0,-,-,"1,009.50",0.00,91.00,-,32.5,2.5,2021-01-29 14:00:00,+07:00,10.782978,106.700711
123,8688,143.0,"United Nations International School of Hanoi, Vietnam (Trường Quốc tế Liên Hợp Quốc Hà Nội)",https://aqicn.org/city/vietnam/hanoi/unis,aqi,-,0.0,49.0,-,-,"1,018.00",0.00,-,-,22.0,3.0,2021-01-29 15:00:00,+07:00,21.0811211,105.8180306
124,8641,164.0,"Hanoi US Embassy, Vietnam (Đại sứ quán Mỹ, Hà Nội)",https://aqicn.org/city/vietnam/hanoi/us-embassy,pm25,0.20,0.0,49.0,14.20,0.90,"1,018.00",0.00,164.00,5.10,22.0,3.0,2021-01-29 15:00:00,+07:00,21.0215063,105.8188748
125,13012,30.0,"Gia Lai/phường Thống Nhất - Pleiku, Vietnam",https://aqicn.org/city/vietnam/gia-lai/phuong-thong-nhat-pleiku,pm25,2.00,0.0,54.8,5.00,41.00,928.20,22.00,30.00,2.00,23.2,5.0,2021-01-29 15:00:00,+07:00,13.998599,107.996482
126,12488,35.0,"Thừa Thiên Huế/83 Hùng Vương, Vietnam",https://aqicn.org/city/vietnam/thua-thien-hue/83-hung-vuong,pm25,2.00,0.0,69.0,-,-,"1,018.00",20.00,35.00,-,24.0,7.2,2021-01-29 14:00:00,+07:00,16.46226,107.596351
127,13251,141.0,"Hà Nội/UBND P. Minh Khai, Bắc Từ Liêm, Vietnam",https://aqicn.org/city/vietnam/ha-noi/ubnd-p.-minh-khai--bac-tu-liem,pm25,12.00,0.0,49.0,24.00,3.00,"1,019.00",99.00,141.00,1.00,22.0,3.3,2021-01-29 14:00:00,+07:00,21.04975,105.74187
128,13250,113.0,"Lào Cai/KCN TALOONG1, Vietnam",https://aqicn.org/city/vietnam/lao-cai/kcn-taloong1,pm25,30.00,0.0,70.1,3.00,23.00,"1,009.30",53.00,113.00,46.00,17.5,2.0,2021-01-29 15:00:00,+07:00,22.3221386,104.1214227
129,5507,46.0,"Ha Long, Vietnam (Tp Hạ Long)",https://aqicn.org/city/vietnam/ha-long,pm25,-,0.0,71.9,5.00,23.00,"1,007.10",31.00,46.00,-,19.6,1.0,2021-01-29 14:00:00,+07:00,20.9416,107.1158
130,11778,16.0,"Quảng Ninh/UBND TP Uông Bí, Vietnam",https://aqicn.org/city/vietnam/quang-ninh/ubnd-tp-uong-bi,pm25,6.00,0.0,71.9,22.00,-,"1,007.10",12.00,16.00,20.00,19.6,1.0,2021-01-29 13:00:00,+07:00,21.0357507,106.7641068
131,12958,118.0,"Bắc Ninh/Phong Cốc, Vietnam",https://aqicn.org/city/vietnam/bac-ninh/phong-coc,pm25,5.00,0.0,49.0,32.00,15.00,"1,019.00",70.00,118.00,25.00,22.0,3.6,2021-01-29 14:00:00,+07:00,21.1232473,106.2883295
132,13015,145.0,"Hà Nội/Trụ sở Công an P .Hàng Mã, Vietnam",https://aqicn.org/city/vietnam/ha-noi/tru-so-cong-an-p-.hang-ma,pm25,38.00,0.0,49.0,54.00,-,"1,019.00",98.00,145.00,-,22.0,3.3,2021-01-29 14:00:00,+07:00,21.03982,105.84726
133,13018,96.0,"Hà Nội/UBND P .Hoàng Văn Thụ - Hoàng Mai, Vietnam",https://aqicn.org/city/vietnam/ha-noi/ubnd-p-.hoang-van-thu-hoang-mai,pm25,6.00,0.0,49.0,22.00,-,"1,019.00",60.00,96.00,-,22.0,3.3,2021-01-29 14:00:00,+07:00,20.98832,105.854897
134,13019,106.0,"Hà Nội/UBND P. Mỹ Đình I, Vietnam",https://aqicn.org/city/vietnam/ha-noi/ubnd-p.-my-dinh-i,pm25,10.00,0.0,49.0,30.00,-,"1,019.00",64.00,106.00,-,22.0,3.3,2021-01-29 14:00:00,+07:00,21.01994,105.77056
135,13026,134.0,"Hà Nội/Chi cục BVMT, Vietnam",https://aqicn.org/city/vietnam/ha-noi/chi-cuc-bvmt,pm25,6.00,0.0,49.0,18.00,5.00,"1,019.00",74.00,134.00,1.00,22.0,3.3,2021-01-29 14:00:00,+07:00,21.01525,105.80013
136,13017,139.0,"Hà Nội/Tòa nhà quản lý Hồ Thành Công, Vietnam",https://aqicn.org/city/vietnam/ha-noi/toa-nha-quan-ly-ho-thanh-cong,pm25,10.00,0.0,49.0,15.00,-,"1,019.00",97.00,139.00,-,22.0,3.3,2021-01-29 14:00:00,+07:00,21.02022,105.81232
137,13020,94.0,"Hà Nội/UBND P.Tây Mỗ, Nam Từ Liêm, Vietnam",https://aqicn.org/city/vietnam/ha-noi/ubnd-p.tay-mo--nam-tu-liem,pm25,10.00,0.0,49.0,16.00,-,"1,019.00",61.00,94.00,-,22.0,3.3,2021-01-29 14:00:00,+07:00,21.00577,105.74842
138,13013,138.0,"Hà Nội/36A Phạm Văn Đồng, Vietnam",https://aqicn.org/city/vietnam/ha-noi/36a-pham-van-dong,pm25,18.00,0.0,49.0,28.00,-,"1,019.00",96.00,138.00,-,22.0,3.3,2021-01-29 14:00:00,+07:00,21.05121,105.78232
139,13014,99.0,"Hà Nội/Mầm non Kim Liên, Vietnam",https://aqicn.org/city/vietnam/ha-noi/mam-non-kim-lien,pm25,10.00,0.0,49.0,-,-,"1,019.00",65.00,99.00,-,22.0,3.3,2021-01-29 14:00:00,+07:00,21.0072,105.83572
140,13252,139.0,"Cao Bằng/Trạm khí TTQT, Vietnam",http://cem.gov.vn/,pm25,-,0.0,56.9,-,1.00,992.60,126.00,139.00,1.00,17.0,3.0,2021-01-29 15:00:00,+07:00,22.6782,106.245
141,8767,87.0,"Ho Chi Minh City US Consulate, Vietnam (Lãnh sự quán Hoa Kỳ, Hồ Chí Minh)",https://aqicn.org/city/vietnam/ho-chi-minh-city/us-consulate,pm25,-,0.0,65.0,-,-,"1,012.00",0.00,87.00,-,26.0,2.0,2021-01-30 21:00:00,+07:00,10.782978,106.700711
142,8688,180.0,"United Nations International School of Hanoi, Vietnam (Trường Quốc tế Liên Hợp Quốc Hà Nội)",https://aqicn.org/city/vietnam/hanoi/unis,aqi,-,0.0,77.0,-,-,"1,020.00",0.00,-,-,18.0,1.5,2021-01-30 22:00:00,+07:00,21.0811211,105.8180306
143,8641,215.0,"Hanoi US Embassy, Vietnam (Đại sứ quán Mỹ, Hà Nội)",https://aqicn.org/city/vietnam/hanoi/us-embassy,pm25,0.20,0.0,77.0,13.30,0.90,"1,020.00",0.00,215.00,3.10,18.0,1.5,2021-01-30 21:00:00,+07:00,21.0215063,105.8188748
144,13012,32.0,"Gia Lai/phường Thống Nhất - Pleiku, Vietnam",https://aqicn.org/city/vietnam/gia-lai/phuong-thong-nhat-pleiku,pm25,2.00,0.0,76.2,3.00,27.00,927.40,22.00,32.00,2.00,19.2,4.0,2021-01-30 22:00:00,+07:00,13.998599,107.996482
145,12488,21.0,"Thừa Thiên Huế/83 Hùng Vương, Vietnam",https://aqicn.org/city/vietnam/thua-thien-hue/83-hung-vuong,pm25,1.00,0.0,88.0,-,-,"1,019.00",20.00,21.00,-,22.0,2.3,2021-01-30 22:00:00,+07:00,16.46226,107.596351
146,13251,183.0,"Hà Nội/UBND P. Minh Khai, Bắc Từ Liêm, Vietnam",https://aqicn.org/city/vietnam/ha-noi/ubnd-p.-minh-khai--bac-tu-liem,pm25,13.00,0.0,82.0,29.00,2.00,"1,019.00",160.00,183.00,1.00,18.0,2.0,2021-01-30 19:00:00,+07:00,21.04975,105.74187
147,12976,137.0,"Bắc Ninh/Châu Khê, Vietnam",https://aqicn.org/city/vietnam/bac-ninh/chau-khe,pm25,7.00,0.0,77.0,19.00,23.00,"1,020.00",71.00,137.00,4.00,18.0,1.5,2021-01-30 22:00:00,+07:00,21.1137452,105.9268934
148,13250,175.0,"Lào Cai/KCN TALOONG1, Vietnam",https://aqicn.org/city/vietnam/lao-cai/kcn-taloong1,pm25,38.00,0.0,90.3,7.00,8.00,"1,007.60",69.00,175.00,150.00,16.3,150.0,2021-01-30 22:00:00,+07:00,22.3221386,104.1214227
149,5507,54.0,"Ha Long, Vietnam (Tp Hạ Long)",https://aqicn.org/city/vietnam/ha-long,pm25,-,0.0,91.5,5.00,16.00,"1,005.40",28.00,54.00,-,17.4,1.0,2021-01-30 21:00:00,+07:00,20.9416,107.1158
150,11778,12.0,"Quảng Ninh/UBND TP Uông Bí, Vietnam",https://aqicn.org/city/vietnam/quang-ninh/ubnd-tp-uong-bi,pm25,5.00,0.0,91.5,12.00,-,"1,005.40",8.00,12.00,99.00,7.0,1.0,2021-01-30 21:00:00,+07:00,21.0357507,106.7641068
151,12958,182.0,"Bắc Ninh/Phong Cốc, Vietnam",https://aqicn.org/city/vietnam/bac-ninh/phong-coc,pm25,6.00,0.0,77.0,27.00,5.00,"1,020.00",99.00,182.00,3.00,18.0,1.5,2021-01-30 22:00:00,+07:00,21.1232473,106.2883295
152,13015,192.0,"Hà Nội/Trụ sở Công an P .Hàng Mã, Vietnam",https://aqicn.org/city/vietnam/ha-noi/tru-so-cong-an-p-.hang-ma,pm25,34.00,0.0,82.0,48.00,-,"1,019.00",147.00,192.00,-,18.0,2.0,2021-01-30 20:00:00,+07:00,21.03982,105.84726
153,13018,161.0,"Hà Nội/UBND P .Hoàng Văn Thụ - Hoàng Mai, Vietnam",https://aqicn.org/city/vietnam/ha-noi/ubnd-p-.hoang-van-thu-hoang-mai,pm25,13.00,0.0,82.0,34.00,-,"1,019.00",102.00,161.00,-,18.0,2.0,2021-01-30 20:00:00,+07:00,20.98832,105.854897
154,13019,178.0,"Hà Nội/UBND P. Mỹ Đình I, Vietnam",https://aqicn.org/city/vietnam/ha-noi/ubnd-p.-my-dinh-i,pm25,17.00,0.0,82.0,49.00,-,"1,019.00",118.00,178.00,-,18.0,2.0,2021-01-30 20:00:00,+07:00,21.01994,105.77056
155,13026,186.0,"Hà Nội/Chi cục BVMT, Vietnam",https://aqicn.org/city/vietnam/ha-noi/chi-cuc-bvmt,pm25,17.00,0.0,82.0,31.00,1.00,"1,019.00",128.00,186.00,2.00,18.0,2.0,2021-01-30 20:00:00,+07:00,21.01525,105.80013
156,13017,189.0,"Hà Nội/Tòa nhà quản lý Hồ Thành Công, Vietnam",https://aqicn.org/city/vietnam/ha-noi/toa-nha-quan-ly-ho-thanh-cong,pm25,15.00,0.0,82.0,35.00,-,"1,019.00",158.00,189.00,-,18.0,2.0,2021-01-30 20:00:00,+07:00,21.02022,105.81232
157,13020,156.0,"Hà Nội/UBND P.Tây Mỗ, Nam Từ Liêm, Vietnam",https://aqicn.org/city/vietnam/ha-noi/ubnd-p.tay-mo--nam-tu-liem,pm25,15.00,0.0,82.0,35.00,-,"1,019.00",104.00,156.00,-,18.0,2.0,2021-01-30 20:00:00,+07:00,21.00577,105.74842
158,13013,191.0,"Hà Nội/36A Phạm Văn Đồng, Vietnam",https://aqicn.org/city/vietnam/ha-noi/36a-pham-van-dong,pm25,20.00,0.0,82.0,45.00,-,"1,019.00",161.00,191.00,-,18.0,2.0,2021-01-30 20:00:00,+07:00,21.05121,105.78232
159,13014,176.0,"Hà Nội/Mầm non Kim Liên, Vietnam",https://aqicn.org/city/vietnam/ha-noi/mam-non-kim-lien,pm25,16.00,0.0,82.0,-,-,"1,019.00",112.00,176.00,-,18.0,2.0,2021-01-30 20:00:00,+07:00,21.0072,105.83572
160,13252,189.0,"Cao Bằng/Trạm khí TTQT, Vietnam",http://cem.gov.vn/,pm25,-,0.0,84.0,-,1.00,990.50,168.00,189.00,1.00,16.0,1.0,2021-01-30 22:00:00,+07:00,22.6782,106.245
161,8767,59.0,"Ho Chi Minh City US Consulate, Vietnam (Lãnh sự quán Hoa Kỳ, Hồ Chí Minh)",https://aqicn.org/city/vietnam/ho-chi-minh-city/us-consulate,pm25,-,0.0,80.5,-,-,"1,012.00",-,59.00,-,25.5,1.2,2021-01-31 23:00:00,+07:00,10.782978,106.700711
162,13012,20.0,"Gia Lai/phường Thống Nhất - Pleiku, Vietnam",https://aqicn.org/city/vietnam/gia-lai/phuong-thong-nhat-pleiku,pm25,1.00,0.0,81.5,3.00,22.00,928.70,17.00,20.00,2.00,17.1,2.0,2021-01-31 23:00:00,+07:00,13.998599,107.996482
163,13251,180.0,"Hà Nội/UBND P. Minh Khai, Bắc Từ Liêm, Vietnam",https://aqicn.org/city/vietnam/ha-noi/ubnd-p.-minh-khai--bac-tu-liem,pm25,17.00,0.0,90.5,23.00,1.00,"1,020.00",131.00,180.00,1.00,19.0,2.5,2021-01-31 21:00:00,+07:00,21.04975,105.74187
164,13250,135.0,"Lào Cai/KCN TALOONG1, Vietnam",https://aqicn.org/city/vietnam/lao-cai/kcn-taloong1,pm25,30.00,0.0,94.5,3.00,12.00,"1,007.90",65.00,135.00,22.00,17.3,22.0,2021-01-31 23:00:00,+07:00,22.3221386,104.1214227
165,5507,33.0,"Ha Long, Vietnam (Tp Hạ Long)",https://aqicn.org/city/vietnam/ha-long,pm25,-,0.0,92.7,5.00,10.00,"1,006.30",17.00,33.00,-,18.4,1.0,2021-01-31 23:00:00,+07:00,20.9416,107.1158
166,11778,10.0,"Quảng Ninh/UBND TP Uông Bí, Vietnam",https://aqicn.org/city/vietnam/quang-ninh/ubnd-tp-uong-bi,pm25,5.00,0.0,92.7,43.00,-,"1,006.30",7.00,10.00,99.00,14.0,1.0,2021-01-31 22:00:00,+07:00,21.0357507,106.7641068
167,12958,97.0,"Bắc Ninh/Phong Cốc, Vietnam",https://aqicn.org/city/vietnam/bac-ninh/phong-coc,pm25,3.00,0.0,88.0,30.00,5.00,"1,020.00",60.00,97.00,5.00,19.0,2.5,2021-01-31 22:00:00,+07:00,21.1232473,106.2883295
168,13015,175.0,"Hà Nội/Trụ sở Công an P .Hàng Mã, Vietnam",https://aqicn.org/city/vietnam/ha-noi/tru-so-cong-an-p-.hang-ma,pm25,41.00,0.0,90.5,40.00,-,"1,020.00",121.00,175.00,-,19.0,2.5,2021-01-31 21:00:00,+07:00,21.03982,105.84726
169,13018,140.0,"Hà Nội/UBND P .Hoàng Văn Thụ - Hoàng Mai, Vietnam",https://aqicn.org/city/vietnam/ha-noi/ubnd-p-.hoang-van-thu-hoang-mai,pm25,5.00,0.0,90.5,19.00,-,"1,020.00",71.00,140.00,-,19.0,2.5,2021-01-31 21:00:00,+07:00,20.98832,105.854897
170,13019,140.0,"Hà Nội/UBND P. Mỹ Đình I, Vietnam",https://aqicn.org/city/vietnam/ha-noi/ubnd-p.-my-dinh-i,pm25,9.00,0.0,90.5,24.00,-,"1,020.00",82.00,140.00,-,19.0,2.5,2021-01-31 21:00:00,+07:00,21.01994,105.77056
171,13026,184.0,"Hà Nội/Chi cục BVMT, Vietnam",https://aqicn.org/city/vietnam/ha-noi/chi-cuc-bvmt,pm25,8.00,0.0,93.0,21.00,1.00,"1,019.00",111.00,184.00,1.00,19.0,2.3,2021-01-31 20:00:00,+07:00,21.01525,105.80013
172,13017,179.0,"Hà Nội/Tòa nhà quản lý Hồ Thành Công, Vietnam",https://aqicn.org/city/vietnam/ha-noi/toa-nha-quan-ly-ho-thanh-cong,pm25,14.00,0.0,90.5,23.00,-,"1,020.00",132.00,179.00,-,19.0,2.5,2021-01-31 21:00:00,+07:00,21.02022,105.81232
173,13020,159.0,"Hà Nội/UBND P.Tây Mỗ, Nam Từ Liêm, Vietnam",https://aqicn.org/city/vietnam/ha-noi/ubnd-p.tay-mo--nam-tu-liem,pm25,7.00,0.0,90.5,12.00,-,"1,020.00",88.00,159.00,-,19.0,2.5,2021-01-31 21:00:00,+07:00,21.00577,105.74842
174,13013,183.0,"Hà Nội/36A Phạm Văn Đồng, Vietnam",https://aqicn.org/city/vietnam/ha-noi/36a-pham-van-dong,pm25,19.00,0.0,90.5,28.00,-,"1,020.00",132.00,183.00,-,19.0,2.5,2021-01-31 21:00:00,+07:00,21.05121,105.78232
175,13014,150.0,"Hà Nội/Mầm non Kim Liên, Vietnam",https://aqicn.org/city/vietnam/ha-noi/mam-non-kim-lien,pm25,7.00,0.0,90.5,-,-,"1,020.00",78.00,150.00,-,19.0,2.5,2021-01-31 21:00:00,+07:00,21.0072,105.83572
176,13252,177.0,"Cao Bằng/Trạm khí TTQT, Vietnam",http://cem.gov.vn/,pm25,-,0.0,97.5,-,1.00,990.90,117.00,177.00,1.00,16.3,1.0,2021-01-31 23:00:00,+07:00,22.6782,106.245
177,8767,59.0,"Ho Chi Minh City US Consulate, Vietnam (Lãnh sự quán Hoa Kỳ, Hồ Chí Minh)",https://aqicn.org/city/vietnam/ho-chi-minh-city/us-consulate,pm25,-,0.0,69.0,-,-,"1,012.00",-,59.00,-,25.0,1.0,2021-02-03 00:00:00,+07:00,10.782978,106.700711
178,8688,167.0,"United Nations International School of Hanoi, Vietnam (Trường Quốc tế Liên Hợp Quốc Hà Nội)",https://aqicn.org/city/vietnam/hanoi/unis,aqi,-,0.0,16.0,-,-,"1,019.00",-,-,-,20.0,2.3,2021-02-03 00:00:00,+07:00,21.0811211,105.8180306
179,8641,161.0,"Hanoi US Embassy, Vietnam (Đại sứ quán Mỹ, Hà Nội)",https://aqicn.org/city/vietnam/hanoi/us-embassy,pm25,0.10,0.0,77.0,12.80,2.10,"1,019.00",0.00,161.00,4.60,20.0,2.3,2021-02-03 00:00:00,+07:00,21.0215063,105.8188748
180,13012,24.0,"Gia Lai/phường Thống Nhất - Pleiku, Vietnam",https://aqicn.org/city/vietnam/gia-lai/phuong-thong-nhat-pleiku,pm25,1.00,0.0,75.0,2.00,26.00,928.70,16.00,24.00,2.00,17.8,1.0,2021-02-03 00:00:00,+07:00,13.998599,107.996482
181,12488,54.0,"Thừa Thiên Huế/83 Hùng Vương, Vietnam",https://aqicn.org/city/vietnam/thua-thien-hue/83-hung-vuong,pm25,1.00,0.0,88.0,-,-,"1,019.00",42.00,54.00,-,21.0,1.0,2021-02-03 00:00:00,+07:00,16.46226,107.596351
